entity,code,year,literacy_rate
Panama,PAN,2023,96.089386
Panama,PAN,2024,96.22765
Papua New Guinea,PNG,1950,7.5
Papua New Guinea,PNG,2000,57.34
Papua New Guinea,PNG,2010,68.96891
Papua New Guinea,PNG,2017,70.06
Papua New Guinea,PNG,2022,87.00469
Paraguay,PRY,1950,67.5
Paraguay,PRY,1982,78.46
Paraguay,PRY,1992,90.27
Paraguay,PRY,2007,94.56
Paraguay,PRY,2008,93.29
Paraguay,PRY,2009,93.75
Paraguay,PRY,2010,93.87
Paraguay,PRY,2012,94.2
Paraguay,PRY,2013,95.06
Paraguay,PRY,2014,95.03
Paraguay,PRY,2015,95.55
Paraguay,PRY,2016,94.65
Paraguay,PRY,2018,94.02
Paraguay,PRY,2019,93.21
Paraguay,PRY,2020,94.54
Paraguay,PRY,2024,94.86
Peru,PER,1950,47.5
Peru,PER,1981,81.92
Peru,PER,1993,87.15
Peru,PER,2004,87.67
Peru,PER,2005,87.91
Peru,PER,2006,88.7
Peru,PER,2007,89.59
Peru,PER,2012,93.84
Peru,PER,2014,93.71
Peru,PER,2015,94.16
Peru,PER,2016,94.17
Peru,PER,2017,94.15
Peru,PER,2018,94.41
Peru,PER,2020,94.5
Peru,PER,2024,93.66
Philippines,PHL,1918,49.2
Philippines,PHL,1939,48.8
Philippines,PHL,1948,61.3
Philippines,PHL,1950,62.5
Philippines,PHL,1980,83.32
Philippines,PHL,1990,93.57
Philippines,PHL,1994,93.92
Philippines,PHL,2000,92.6
Philippines,PHL,2003,92.59
Philippines,PHL,2008,95.42
Philippines,PHL,2010,97.09
Philippines,PHL,2013,96.4
Philippines,PHL,2015,98.18
Philippines,PHL,2019,96.28
Philippines,PHL,2020,98.47
Poland,POL,1475,0.0
Poland,POL,1550,0.0
Poland,POL,1650,3.0
Poland,POL,1750,5.0
Poland,POL,1950,92.5
Poland,POL,1978,98.74
Portugal,PRT,1900,26.6
Portugal,PRT,1911,31.1
Portugal,PRT,1920,34.8
Portugal,PRT,1930,39.8
Portugal,PRT,1940,49.6
Portugal,PRT,1950,57.5
Portugal,PRT,1981,79.44
Portugal,PRT,1991,87.95
Portugal,PRT,2011,94.48
Puerto Rico,PRI,1950,72.5
Puerto Rico,PRI,1980,86.75
Puerto Rico,PRI,1990,89.62
Puerto Rico,PRI,2010,91.97
Puerto Rico,PRI,2017,92.39
Qatar,QAT,1950,7.5
Qatar,QAT,1986,75.64
Qatar,QAT,1997,83.26
Qatar,QAT,2004,88.96
Qatar,QAT,2007,93.08
Qatar,QAT,2008,93.99
Qatar,QAT,2009,94.72
Qatar,QAT,2010,96.28
Qatar,QAT,2011,96.41
Qatar,QAT,2012,96.68
Qatar,QAT,2013,97.48
Qatar,QAT,2014,97.75
Qatar,QAT,2016,98.52
Qatar,QAT,2017,98.78
Qatar,QAT,2022,99.29
Qatar,QAT,2023,99.3
Qatar,QAT,2024,99.32
Reunion,REU,1950,37.5
Reunion,REU,1982,78.61
Romania,ROU,1950,77.5
Romania,ROU,1992,96.71
Romania,ROU,2002,97.3
Romania,ROU,2011,98.6
Romania,ROU,2021,99.16
Russia,RUS,1989,97.99
Russia,RUS,2002,99.44
Russia,RUS,2010,99.68
Russia,RUS,2021,99.93
Rwanda,RWA,1950,7.5
Rwanda,RWA,1978,38.24
Rwanda,RWA,1991,57.85
Rwanda,RWA,2000,64.89
Rwanda,RWA,2012,68.33
Rwanda,RWA,2014,70.8
Rwanda,RWA,2018,73.22
Rwanda,RWA,2020,80.05
Rwanda,RWA,2022,78.76
Saint Helena,SHN,1950,98.5
Saint Helena,SHN,1998,96.53
Saint Pierre and Miquelon,SPM,1950,92.5
Saint Pierre and Miquelon,SPM,1982,99.27
Saint Vincent and the Grenadines,VCT,1970,95.63
Samoa,WSM,1950,87.5
Samoa,WSM,1991,97.94
Samoa,WSM,2011,98.97
Samoa,WSM,2016,99.4
Samoa,WSM,2017,99.70719
Samoa,WSM,2019,97.99
San Marino,SMR,1950,87.5
San Marino,SMR,2022,99.91
Sao Tome and Principe,STP,1950,17.5
Sao Tome and Principe,STP,1981,57.32
Sao Tome and Principe,STP,1991,73.24
Sao Tome and Principe,STP,2001,84.91
Sao Tome and Principe,STP,2012,90.14
Sao Tome and Principe,STP,2019,87.44
Saudi Arabia,SAU,1950,3.0
Saudi Arabia,SAU,1992,70.82
Saudi Arabia,SAU,2000,79.35
Saudi Arabia,SAU,2004,82.86
Saudi Arabia,SAU,2013,94.43
Saudi Arabia,SAU,2017,95.33
Saudi Arabia,SAU,2020,97.59
Saudi Arabia,SAU,2024,97.93
Senegal,SEN,1950,3.0
Senegal,SEN,1988,26.87
Senegal,SEN,2002,39.28
Senegal,SEN,2006,41.89
Senegal,SEN,2009,48.04
Senegal,SEN,2011,51.81
Senegal,SEN,2013,43.53
Senegal,SEN,2015,43.59
Senegal,SEN,2016,46.1
Senegal,SEN,2017,51.9
Senegal,SEN,2018,46.61
Senegal,SEN,2019,46.83
Senegal,SEN,2023,50.36
Serbia,SRB,2003,96.4
Serbia,SRB,2011,97.96
Serbia,SRB,2016,98.84
Serbia,SRB,2019,99.48
Serbia,SRB,2022,99.34
Seychelles,SYC,1950,37.5
Seychelles,SYC,1987,84.23
Seychelles,SYC,1994,87.81
Seychelles,SYC,2002,91.84
Seychelles,SYC,2010,93.95
Sierra Leone,SLE,1950,7.5
Sierra Leone,SLE,2004,34.83
Sierra Leone,SLE,2014,44.369892
Sierra Leone,SLE,2015,49.4
Sierra Leone,SLE,2017,44.83
Sierra Leone,SLE,2018,48.814365
Sierra Leone,SLE,2019,43.58
Singapore,SGP,1950,47.5
Singapore,SGP,1980,82.91
Singapore,SGP,1990,89.1
Singapore,SGP,2000,92.55
Singapore,SGP,2010,95.86
Singapore,SGP,2011,96.19
Singapore,SGP,2012,96.37
Singapore,SGP,2013,96.55
Singapore,SGP,2014,96.72
Singapore,SGP,2015,96.83
Singapore,SGP,2016,97.05
Singapore,SGP,2017,97.2
Singapore,SGP,2018,97.34
Singapore,SGP,2019,97.48
Singapore,SGP,2020,97.13
Singapore,SGP,2021,97.65
Slovenia,SVN,1991,99.52
Solomon Islands,SLB,1950,7.5
Solomon Islands,SLB,1999,76.6
Somalia,SOM,2019,63.657936
Somalia,SOM,2022,54.12
Somaliland,OWID_SML,1950,3.0
South Africa,ZAF,1950,42.5
South Africa,ZAF,1980,76.2
South Africa,ZAF,1996,82.4
South Africa,ZAF,2007,88.72
South Africa,ZAF,2009,92.89
South Africa,ZAF,2010,92.88
South Africa,ZAF,2011,93.1
South Africa,ZAF,2012,93.73
South Africa,ZAF,2014,94.14
South Africa,ZAF,2015,94.37
South Africa,ZAF,2016,91.74
South Africa,ZAF,2019,95.02
South Africa,ZAF,2021,90.0
South Africa,ZAF,2024,91.15
South Asia (WB),WB_SA,1975,37.44
South Asia (WB),WB_SA,1976,37.44
South Asia (WB),WB_SA,1977,38.13
South Asia (WB),WB_SA,1978,38.81
South Asia (WB),WB_SA,1979,39.47
South Asia (WB),WB_SA,1980,40.12
South Asia (WB),WB_SA,1981,40.74
South Asia (WB),WB_SA,1982,41.41
South Asia (WB),WB_SA,1983,42.08
South Asia (WB),WB_SA,1984,42.75
South Asia (WB),WB_SA,1985,43.42
South Asia (WB),WB_SA,1986,44.09
South Asia (WB),WB_SA,1987,44.77
South Asia (WB),WB_SA,1988,45.48
South Asia (WB),WB_SA,1989,46.27
South Asia (WB),WB_SA,1990,47.05
South Asia (WB),WB_SA,1991,47.78
South Asia (WB),WB_SA,1992,48.56
South Asia (WB),WB_SA,1993,49.35
South Asia (WB),WB_SA,1994,50.15
South Asia (WB),WB_SA,1995,50.95
South Asia (WB),WB_SA,1996,51.78
South Asia (WB),WB_SA,1997,52.6
South Asia (WB),WB_SA,1998,57.92
South Asia (WB),WB_SA,1999,58.73
South Asia (WB),WB_SA,2000,59.52
South Asia (WB),WB_SA,2001,60.31
South Asia (WB),WB_SA,2002,61.13
South Asia (WB),WB_SA,2003,61.94
South Asia (WB),WB_SA,2004,62.74
South Asia (WB),WB_SA,2005,62.44
South Asia (WB),WB_SA,2006,62.53
South Asia (WB),WB_SA,2007,63.38
South Asia (WB),WB_SA,2008,64.21
South Asia (WB),WB_SA,2009,65.04
South Asia (WB),WB_SA,2010,67.94
South Asia (WB),WB_SA,2011,68.7
South Asia (WB),WB_SA,2012,68.53
South Asia (WB),WB_SA,2013,69.84
South Asia (WB),WB_SA,2014,70.56
South Asia (WB),WB_SA,2015,71.96
South Asia (WB),WB_SA,2016,73.35
South Asia (WB),WB_SA,2017,74.02
South Asia (WB),WB_SA,2018,74.74
South Asia (WB),WB_SA,2019,74.51
South Asia (WB),WB_SA,2020,75.24
South Asia (WB),WB_SA,2021,76.06
South Asia (WB),WB_SA,2022,76.9
South Asia (WB),WB_SA,2023,77.57
South Asia (WB),WB_SA,2024,78.23
South Korea,KOR,1950,37.5
South Korea,KOR,2008,97.97
South Sudan,SSD,2008,26.83
Spain,ESP,1475,3.0
Spain,ESP,1550,4.0
Spain,ESP,1650,5.0
Spain,ESP,1750,8.0
Spain,ESP,1900,41.3
Spain,ESP,1910,47.8
Spain,ESP,1920,56.0
Spain,ESP,1940,76.8
Spain,ESP,1950,82.5
Spain,ESP,1981,92.81
Spain,ESP,1991,96.49
Spain,ESP,2004,97.17
Spain,ESP,2005,97.75
Spain,ESP,2006,97.75
Spain,ESP,2007,97.94
Spain,ESP,2008,97.63
Spain,ESP,2009,97.68
Spain,ESP,2010,97.75
Spain,ESP,2011,97.78
Spain,ESP,2012,97.89
Spain,ESP,2013,98.08
Spain,ESP,2014,98.09
Spain,ESP,2015,98.14
Spain,ESP,2016,98.25
Spain,ESP,2018,98.44
Spain,ESP,2020,98.59
Spain,ESP,2021,99.7
Sri Lanka,LKA,1901,26.4
Sri Lanka,LKA,1911,31.0
Sri Lanka,LKA,1921,39.9
Sri Lanka,LKA,1946,57.8
Sri Lanka,LKA,1950,62.5
Sri Lanka,LKA,1981,86.78
Sri Lanka,LKA,2001,90.68
Sri Lanka,LKA,2006,90.81
Sri Lanka,LKA,2008,90.56
Sri Lanka,LKA,2010,91.18
Sri Lanka,LKA,2014,92.53466
Sri Lanka,LKA,2015,92.55379
Sri Lanka,LKA,2016,92.39
Sri Lanka,LKA,2017,91.9
Sri Lanka,LKA,2018,91.71
Sri Lanka,LKA,2019,92.25
Sri Lanka,LKA,2020,92.38
Sri Lanka,LKA,2021,92.43
Sri Lanka,LKA,2022,92.49
Sri Lanka,LKA,2023,92.66
Sri Lanka,LKA,2024,92.74
Sub-Saharan Africa (SDG),,1984,48.97
Sub-Saharan Africa (SDG),,1985,49.34
Sub-Saharan Africa (SDG),,1986,49.68
Sub-Saharan Africa (SDG),,1987,50.35
Sub-Saharan Africa (SDG),,1988,50.89
Sub-Saharan Africa (SDG),,1989,51.44
Sub-Saharan Africa (SDG),,1990,52.11
Sub-Saharan Africa (SDG),,1991,52.48
Sub-Saharan Africa (SDG),,1992,52.97
Sub-Saharan Africa (SDG),,1993,53.58
Sub-Saharan Africa (SDG),,1994,54.23
Sub-Saharan Africa (SDG),,1995,54.65
Sub-Saharan Africa (SDG),,1996,55.25
Sub-Saharan Africa (SDG),,1997,56.03
Sub-Saharan Africa (SDG),,1998,56.68
Sub-Saharan Africa (SDG),,1999,57.54
Sub-Saharan Africa (SDG),,2000,56.33
Sub-Saharan Africa (SDG),,2001,57.09
Sub-Saharan Africa (SDG),,2002,57.78
Sub-Saharan Africa (SDG),,2003,58.29
Sub-Saharan Africa (SDG),,2004,58.96
Sub-Saharan Africa (SDG),,2005,58.58
Sub-Saharan Africa (SDG),,2006,58.27
Sub-Saharan Africa (SDG),,2007,58.03
Sub-Saharan Africa (SDG),,2008,58.35
Sub-Saharan Africa (SDG),,2009,58.81
Sub-Saharan Africa (SDG),,2010,59.48
Sub-Saharan Africa (SDG),,2011,61.2
Sub-Saharan Africa (SDG),,2012,62.45
Sub-Saharan Africa (SDG),,2013,63.34
Sub-Saharan Africa (SDG),,2014,63.88
Sub-Saharan Africa (SDG),,2015,64.47
Sub-Saharan Africa (SDG),,2016,65.09
Sub-Saharan Africa (SDG),,2017,65.44
Sub-Saharan Africa (SDG),,2018,67.36
Sub-Saharan Africa (SDG),,2019,67.99
Sub-Saharan Africa (SDG),,2020,68.16
Sub-Saharan Africa (SDG),,2021,68.11
Sub-Saharan Africa (SDG),,2022,68.44
Sub-Saharan Africa (SDG),,2023,68.73
Sub-Saharan Africa (SDG),,2024,68.98
Sub-Saharan Africa (WB),WB_SSA,1985,49.66
Sub-Saharan Africa (WB),WB_SSA,1986,49.99
Sub-Saharan Africa (WB),WB_SSA,1987,50.63
Sub-Saharan Africa (WB),WB_SSA,1988,51.14
Sub-Saharan Africa (WB),WB_SSA,1989,51.68
Sub-Saharan Africa (WB),WB_SSA,1990,52.32
Sub-Saharan Africa (WB),WB_SSA,1991,52.67
Sub-Saharan Africa (WB),WB_SSA,1992,53.14
Sub-Saharan Africa (WB),WB_SSA,1993,53.72
Sub-Saharan Africa (WB),WB_SSA,1994,54.34
Sub-Saharan Africa (WB),WB_SSA,1995,54.74
Sub-Saharan Africa (WB),WB_SSA,1996,55.37
Sub-Saharan Africa (WB),WB_SSA,1997,56.16
Sub-Saharan Africa (WB),WB_SSA,1998,56.83
Sub-Saharan Africa (WB),WB_SSA,1999,57.7
Sub-Saharan Africa (WB),WB_SSA,2000,56.57
Sub-Saharan Africa (WB),WB_SSA,2001,57.34
Sub-Saharan Africa (WB),WB_SSA,2002,58.05
Sub-Saharan Africa (WB),WB_SSA,2003,58.58
Sub-Saharan Africa (WB),WB_SSA,2004,59.26
Sub-Saharan Africa (WB),WB_SSA,2005,58.94
Sub-Saharan Africa (WB),WB_SSA,2006,58.03
Sub-Saharan Africa (WB),WB_SSA,2007,57.83
Sub-Saharan Africa (WB),WB_SSA,2008,58.17
Sub-Saharan Africa (WB),WB_SSA,2009,58.65
Sub-Saharan Africa (WB),WB_SSA,2010,59.32
Sub-Saharan Africa (WB),WB_SSA,2011,61.01
Sub-Saharan Africa (WB),WB_SSA,2012,62.24
Sub-Saharan Africa (WB),WB_SSA,2013,63.12
Sub-Saharan Africa (WB),WB_SSA,2014,63.67
Sub-Saharan Africa (WB),WB_SSA,2015,64.26
Sub-Saharan Africa (WB),WB_SSA,2016,64.89
Sub-Saharan Africa (WB),WB_SSA,2017,65.25
Sub-Saharan Africa (WB),WB_SSA,2018,67.13
Sub-Saharan Africa (WB),WB_SSA,2019,67.73
Sub-Saharan Africa (WB),WB_SSA,2020,67.89
Sub-Saharan Africa (WB),WB_SSA,2021,67.84
Sub-Saharan Africa (WB),WB_SSA,2022,68.15
Sub-Saharan Africa (WB),WB_SSA,2023,68.44
Sub-Saharan Africa (WB),WB_SSA,2024,68.69
Sudan,SDN,1950,7.5
Sudan,SDN,2000,61.35
Sudan,SDN,2008,53.52
Suriname,SUR,1950,72.5
Suriname,SUR,2004,89.6
Suriname,SUR,2008,94.62
Suriname,SUR,2010,94.68
Suriname,SUR,2012,92.87
Sweden,SWE,1475,1.0
Sweden,SWE,1550,1.0
Sweden,SWE,1650,23.0
Sweden,SWE,1750,48.0
Sweden,SWE,1950,98.5
Switzerland,CHE,1950,98.5
Syria,SYR,1950,27.5
Syria,SYR,1981,55.65
Syria,SYR,2002,82.89
Syria,SYR,2004,80.84
Syria,SYR,2021,94.42
Tajikistan,TJK,1989,97.69
Tajikistan,TJK,2000,99.45
Tajikistan,TJK,2003,97.350235
Tajikistan,TJK,2007,98.029305
Tajikistan,TJK,2009,99.72987
Tanzania,TZA,1950,7.5
Tanzania,TZA,1988,59.11
Tanzania,TZA,2002,69.43
Tanzania,TZA,2012,78.1
Tanzania,TZA,2014,79.89494
Tanzania,TZA,2015,77.89
Tanzania,TZA,2020,82.2361
Tanzania,TZA,2022,78.21
Thailand,THA,1950,52.5
Thailand,THA,1980,87.98
Thailand,THA,2000,92.65
Thailand,THA,2005,93.51
Thailand,THA,2010,96.43
Thailand,THA,2013,93.7
Thailand,THA,2015,92.87
Thailand,THA,2016,91.98
Thailand,THA,2018,93.77
Thailand,THA,2019,91.27
Thailand,THA,2022,91.1
Togo,TGO,1950,7.5
Togo,TGO,2000,53.18
Togo,TGO,2006,56.89
Togo,TGO,2009,57.09
Togo,TGO,2010,57.2
Togo,TGO,2011,60.41
Togo,TGO,2015,63.75
Togo,TGO,2017,60.9537
Togo,TGO,2019,66.54
Togo,TGO,2022,72.6
Tokelau,TKL,1950,96.0
Tokelau,TKL,2022,100.0
Tonga,TON,1950,92.5
Tonga,TON,1976,99.59
Tonga,TON,1996,98.91
Tonga,TON,2006,99.02
Tonga,TON,2011,99.39
Tonga,TON,2016,97.15
Tonga,TON,2019,91.05
Tonga,TON,2023,99.48
Trinidad and Tobago,TTO,1950,77.5
Trinidad and Tobago,TTO,1980,94.97
Trinidad and Tobago,TTO,1990,96.94
Tunisia,TUN,1950,17.5
Tunisia,TUN,1984,48.19
Tunisia,TUN,2004,74.3
Tunisia,TUN,2007,77.19
Tunisia,TUN,2008,77.71
Tunisia,TUN,2010,79.13
Tunisia,TUN,2011,79.65
Tunisia,TUN,2012,80.22
Tunisia,TUN,2014,79.04
Tunisia,TUN,2018,79.48
Tunisia,TUN,2019,80.55
Tunisia,TUN,2021,83.68
Tunisia,TUN,2023,86.25
Turkey,TUR,1927,8.2
Turkey,TUR,1935,20.4
Turkey,TUR,1945,30.5
Turkey,TUR,1950,32.5
Turkey,TUR,1975,61.63
Turkey,TUR,1980,65.69
Turkey,TUR,1985,75.97
Turkey,TUR,1990,79.23
Turkey,TUR,2004,87.37
Turkey,TUR,2005,88.23
Turkey,TUR,2006,88.12
Turkey,TUR,2007,88.66
Turkey,TUR,2009,90.82
Turkey,TUR,2010,92.66
Turkey,TUR,2011,94.11
Turkey,TUR,2012,94.92
Turkey,TUR,2013,95.26
Turkey,TUR,2014,95.44
Turkey,TUR,2015,95.6
Turkey,TUR,2016,95.86
Turkey,TUR,2017,96.15
Turkey,TUR,2019,96.74
Turkey,TUR,2021,97.26
Turkmenistan,TKM,1995,98.78
Turkmenistan,TKM,2022,99.9
Tuvalu,TUV,2022,100.0
USSR,OWID_USS,1950,92.5
Uganda,UGA,1950,27.5
Uganda,UGA,1991,56.11
Uganda,UGA,2002,68.14
Uganda,UGA,2006,71.37
Uganda,UGA,2010,73.21
Uganda,UGA,2012,70.2
Uganda,UGA,2014,68.51
Uganda,UGA,2016,69.1
Uganda,UGA,2021,79.04765
Uganda,UGA,2023,80.51
Uganda,UGA,2024,77.04
Ukraine,UKR,2001,99.43
United Arab Emirates,ARE,1975,53.51
United Arab Emirates,ARE,1985,71.24
United Arab Emirates,ARE,2005,90.03
United Arab Emirates,ARE,2019,97.78
United Arab Emirates,ARE,2021,98.13
United Arab Emirates,ARE,2022,98.29
United Arab Emirates,ARE,2023,98.06
United Arab Emirates,ARE,2024,98.81
United Kingdom,GBR,1475,5.0
United Kingdom,GBR,1550,16.0
United Kingdom,GBR,1650,53.0
United Kingdom,GBR,1750,54.0
United Kingdom,GBR,1950,98.5
United States,USA,1900,89.3
United States,USA,1910,92.3
United States,USA,1920,94.0
United States,USA,1930,95.7
United States,USA,1940,97.1
United States,USA,1950,96.5
United States Virgin Islands,VIR,1950,87.5
Upper-middle-income countries,OWID_UMC,1974,66.46
Upper-middle-income countries,OWID_UMC,1975,66.52
Upper-middle-income countries,OWID_UMC,1976,66.77
Upper-middle-income countries,OWID_UMC,1977,67.03
Upper-middle-income countries,OWID_UMC,1978,68.03
Upper-middle-income countries,OWID_UMC,1979,69.11
Upper-middle-income countries,OWID_UMC,1980,70.09
Upper-middle-income countries,OWID_UMC,1981,71.05
Upper-middle-income countries,OWID_UMC,1982,71.95
Upper-middle-income countries,OWID_UMC,1983,72.86
Upper-middle-income countries,OWID_UMC,1984,73.93
Upper-middle-income countries,OWID_UMC,1985,74.81
Upper-middle-income countries,OWID_UMC,1986,75.66
Upper-middle-income countries,OWID_UMC,1987,76.53
Upper-middle-income countries,OWID_UMC,1988,79.75
Upper-middle-income countries,OWID_UMC,1989,80.37
Upper-middle-income countries,OWID_UMC,1990,81.08
Upper-middle-income countries,OWID_UMC,1991,81.63
Upper-middle-income countries,OWID_UMC,1992,82.2
Upper-middle-income countries,OWID_UMC,1993,82.74
Upper-middle-income countries,OWID_UMC,1994,83.26
Upper-middle-income countries,OWID_UMC,1995,83.83
Upper-middle-income countries,OWID_UMC,1996,84.32
Upper-middle-income countries,OWID_UMC,1997,88.61
Upper-middle-income countries,OWID_UMC,1998,89.02
Upper-middle-income countries,OWID_UMC,1999,89.38
Upper-middle-income countries,OWID_UMC,2000,89.79
Upper-middle-income countries,OWID_UMC,2001,90.12
Upper-middle-income countries,OWID_UMC,2002,90.47
Upper-middle-income countries,OWID_UMC,2003,90.93
Upper-middle-income countries,OWID_UMC,2004,91.28
Upper-middle-income countries,OWID_UMC,2005,91.54
Upper-middle-income countries,OWID_UMC,2006,91.84
Upper-middle-income countries,OWID_UMC,2007,92.85
Upper-middle-income countries,OWID_UMC,2008,93.28
Upper-middle-income countries,OWID_UMC,2009,93.66
Upper-middle-income countries,OWID_UMC,2010,93.77
Upper-middle-income countries,OWID_UMC,2011,93.99
Upper-middle-income countries,OWID_UMC,2012,94.27
Upper-middle-income countries,OWID_UMC,2013,94.37
Upper-middle-income countries,OWID_UMC,2014,94.75
Upper-middle-income countries,OWID_UMC,2015,94.89
Upper-middle-income countries,OWID_UMC,2016,95.12
Upper-middle-income countries,OWID_UMC,2017,95.16
Upper-middle-income countries,OWID_UMC,2018,95.32
Upper-middle-income countries,OWID_UMC,2019,95.62
Upper-middle-income countries,OWID_UMC,2020,95.73
Upper-middle-income countries,OWID_UMC,2021,95.76
Upper-middle-income countries,OWID_UMC,2022,95.91
Upper-middle-income countries,OWID_UMC,2023,96.04
Upper-middle-income countries,OWID_UMC,2024,96.17
Uruguay,URY,1950,82.5
Uruguay,URY,1975,93.86
Uruguay,URY,1985,95.38
Uruguay,URY,1996,96.78
Uruguay,URY,2006,97.79
Uruguay,URY,2007,97.86
Uruguay,URY,2008,98.16
Uruguay,URY,2009,98.26
Uruguay,URY,2010,98.07
Uruguay,URY,2011,98.34
Uruguay,URY,2012,98.4
Uruguay,URY,2013,98.36
Uruguay,URY,2014,98.44
Uruguay,URY,2015,98.52
Uruguay,URY,2016,98.56
Uruguay,URY,2017,98.62
Uruguay,URY,2018,98.7
Uruguay,URY,2019,98.77
Uruguay,URY,2020,98.95962
Uruguay,URY,2022,98.85
Uruguay,URY,2023,98.82549
Uruguay,URY,2024,98.91
Uzbekistan,UZB,2000,98.64
Uzbekistan,UZB,2013,99.99
Uzbekistan,UZB,2014,99.98
Uzbekistan,UZB,2015,99.98
Uzbekistan,UZB,2016,99.99
Uzbekistan,UZB,2018,99.99
Uzbekistan,UZB,2019,100.0
Uzbekistan,UZB,2021,100.0
Uzbekistan,UZB,2022,100.0
Vanuatu,VUT,1950,32.5
Vanuatu,VUT,1979,52.87
Vanuatu,VUT,1999,74.0
Vanuatu,VUT,2019,92.47445
Vanuatu,VUT,2020,89.7931
Vanuatu,VUT,2023,87.96
Venezuela,VEN,1950,52.5
Venezuela,VEN,1981,84.73
Venezuela,VEN,1990,89.83
Venezuela,VEN,2001,92.98
Venezuela,VEN,2005,94.370705
Venezuela,VEN,2006,94.66207
Venezuela,VEN,2007,95.15
Venezuela,VEN,2008,95.3117
Venezuela,VEN,2009,95.51
Venezuela,VEN,2010,95.39242
Venezuela,VEN,2011,94.77
Venezuela,VEN,2012,95.98719
Venezuela,VEN,2015,96.61
Venezuela,VEN,2016,97.13
Venezuela,VEN,2017,97.183716
Vietnam,VNM,1950,17.5
Vietnam,VNM,1979,83.83
Vietnam,VNM,1989,87.6
Vietnam,VNM,1999,90.28
Vietnam,VNM,2000,90.16
Vietnam,VNM,2009,93.52
Vietnam,VNM,2019,95.75
Vietnam,VNM,2022,96.13
Wallis and Futuna,WLF,2018,99.320526
Wallis and Futuna,WLF,2019,99.313416
Wallis and Futuna,WLF,2020,96.55
Wallis and Futuna,WLF,2023,99.43576
Western Europe (Buringh and van Zanden),,1475,12.0
Western Europe (Buringh and van Zanden),,1550,18.0
Western Europe (Buringh and van Zanden),,1650,25.0
Western Europe (Buringh and van Zanden),,1750,31.0
World,OWID_WRL,1820,12.046689
World,OWID_WRL,1870,18.740555
World,OWID_WRL,1880,19.628456
World,OWID_WRL,1890,20.516357
World,OWID_WRL,1900,21.404259
World,OWID_WRL,1910,26.445602
World,OWID_WRL,1920,31.623163
World,OWID_WRL,1930,32.52763
World,OWID_WRL,1940,41.879223
World,OWID_WRL,1950,35.959377
World,OWID_WRL,1960,41.620377
World,OWID_WRL,1975,65.42
World,OWID_WRL,1976,65.57
World,OWID_WRL,1977,65.88
World,OWID_WRL,1978,66.5
World,OWID_WRL,1979,67.15
World,OWID_WRL,1980,67.76
World,OWID_WRL,1981,68.35
World,OWID_WRL,1982,68.93
World,OWID_WRL,1983,69.49
World,OWID_WRL,1984,70.15
World,OWID_WRL,1985,70.73
World,OWID_WRL,1986,71.27
World,OWID_WRL,1987,71.94
World,OWID_WRL,1988,73.55
World,OWID_WRL,1989,74.07
World,OWID_WRL,1990,74.63
World,OWID_WRL,1991,75.06
World,OWID_WRL,1992,75.51
World,OWID_WRL,1993,75.97
World,OWID_WRL,1994,76.42
World,OWID_WRL,1995,76.87
World,OWID_WRL,1996,77.3
World,OWID_WRL,1997,79.3
World,OWID_WRL,1998,80.52
World,OWID_WRL,1999,80.9
World,OWID_WRL,2000,81.12
World,OWID_WRL,2001,81.37
World,OWID_WRL,2002,81.74
World,OWID_WRL,2003,82.22
World,OWID_WRL,2004,82.56
World,OWID_WRL,2005,82.57
World,OWID_WRL,2006,82.53
World,OWID_WRL,2007,83.12
World,OWID_WRL,2008,83.48
World,OWID_WRL,2009,83.8
World,OWID_WRL,2010,84.37
World,OWID_WRL,2011,84.71
World,OWID_WRL,2012,84.91
World,OWID_WRL,2013,85.21
World,OWID_WRL,2014,85.56
World,OWID_WRL,2015,85.96
World,OWID_WRL,2016,86.28
World,OWID_WRL,2017,86.47
World,OWID_WRL,2018,86.76
World,OWID_WRL,2019,86.79
World,OWID_WRL,2020,86.98
World,OWID_WRL,2021,87.17
World,OWID_WRL,2022,87.39
World,OWID_WRL,2023,87.58
World,OWID_WRL,2024,87.74
Yemen,YEM,1950,3.0
Yemen,YEM,1994,37.09
Yugoslavia,OWID_YGS,1931,55.4
Yugoslavia,OWID_YGS,1948,74.6
Yugoslavia,OWID_YGS,1950,72.5
Zambia,ZMB,1950,22.5
Zambia,ZMB,1990,65.0
Zambia,ZMB,1999,68.0
Zambia,ZMB,2002,69.15
Zambia,ZMB,2010,83.14
Zambia,ZMB,2018,71.13
Zambia,ZMB,2020,81.753006
Zambia,ZMB,2021,79.94946
Zambia,ZMB,2022,79.984146
Zambia,ZMB,2024,71.77
Zanzibar,OWID_ZAN,1950,7.5
Zimbabwe,ZWE,1950,22.5
Zimbabwe,ZWE,1982,77.79
Zimbabwe,ZWE,1992,83.51
Zimbabwe,ZWE,2019,93.23
